X,Y,Z
0.00558794,-0.00791503,-0.0046241
0.00581519,-0.010356,-0.00197027
0.00163485,-0.0105473,0.00310072
0.00126094,-0.00960788,0.00476558
0.00274814,-0.0117323,0.00755478
0.0036435,-0.0112544,0.00946201
0.00663882,-0.00736926,0.00901864
0.0078131,-0.00254105,0.00811327
0.00761948,-0.00977418,0.00776924
0.00547094,-0.00789654,0.0139594
0.0033095,-0.0660647,0.00986284
-0.0496556,-0.0745801,0.0586495
