time,flight mode,control,x,y,z,yaw,wall_angle,wall_dist
1495267911.999712596,4,1,0,0,0.75,0.177415,0,890.094
1495267912.006376832,4,1,0,0,0.75,0.176092,0,890.094
1495267912.013052110,4,1,0,0,0.75,0.176092,0,890.094
1495267912.019727138,4,1,0,0,0.75,0.176092,-0.234079,907.917
1495267912.026400415,4,1,0,0,0.75,0.176092,0,909.201
1495267912.033073193,4,1,0,0,0.75,0.176092,0,909.201
1495267912.039736721,4,1,0,0,0.75,0.174679,0,909.201
1495267912.046406457,4,1,0,0,0.75,0.174679,0,909.201
1495267912.053052776,4,1,0,0,0.75,0.174679,0,909.201
1495267912.059707929,4,1,0,0,0.75,0.174679,0,909.201
1495267912.066379831,4,1,0,0,0.75,0.174679,0,909.201
1495267912.073007901,4,1,0,0,0.75,0.174679,0,909.201
1495267912.079714470,4,1,0,0,0.75,0.173443,0,909.201
1495267912.086365706,4,1,0,0,0.75,0.173443,0,909.201
1495267912.093002317,4,1,0,0,0.75,0.173443,0,909.201
1495267912.099703886,4,1,0,0,0.75,0.173443,0,909.201
1495267912.106369497,4,1,0,0,0.75,0.173443,0,909.201
1495267912.113036608,4,1,0,0,0.75,0.17247,0,909.201
1495267912.119709886,4,1,0,0,0.75,0.17247,0,909.201
1495267912.126374289,4,1,0,0,0.75,0.17247,0,909.201
1495267912.133059525,4,1,0,0,0.75,0.17247,0,909.201
1495267912.139741094,4,1,0,0,0.75,0.17247,0,909.201
1495267912.146407580,4,1,0,0,0.75,0.17247,-0.255538,922.156
1495267912.153048358,4,1,0,0,0.75,0.171532,0,922.156
1495267912.159732302,4,1,0,0,0.75,0.171532,0,922.156
1495267912.166415996,4,1,0,0,0.75,0.171532,0,922.156
1495267912.173513103,4,1,0,0,0.75,0.171532,0,922.156
1495267912.179744426,4,1,0,0,0.75,0.171532,0,922.156
1495267912.186453162,4,1,0,0,0.75,0.170921,0,922.156
1495267912.193044065,4,1,0,0,0.75,0.170921,0,922.156
1495267912.199703801,4,1,0,0,0.75,0.170921,0,922.156
1495267912.206382871,4,1,0,0,0.75,0.170921,0,922.156
1495267912.213057357,4,1,0,0,0.75,0.170921,0,922.156
1495267912.219715176,4,1,0,0,0.75,0.170921,0,922.156
1495267912.226385037,4,1,0,0,0.75,0.170331,0,922.156
1495267912.233044523,4,1,0,0,0.75,0.170331,0,922.156
1495267912.239718592,4,1,0,0,0.75,0.170331,0,922.156
1495267912.246382828,4,1,0,0,0.75,0.170331,0,922.156
1495267912.253043856,4,1,0,0,0.75,0.170331,0,922.156
1495267912.259710509,4,1,0,0,0.75,0.169767,0,922.156
1495267912.266371661,4,1,0,0,0.75,0.169767,0,922.156
1495267912.273043439,4,1,0,0,0.75,0.169767,0,922.156
1495267912.279706467,4,1,0,0,0.75,0.169767,0,922.156
1495267912.287878565,4,1,0,0,0.75,0.169767,-0.288442,934.148
1495267912.293069188,4,1,0,0,0.75,0.169767,0,934.148
1495267912.299823174,4,1,0,0,0.75,0.168042,0,934.148
1495267912.306422202,4,1,0,0,0.75,0.168042,0,934.148
1495267912.313045397,4,1,0,0,0.75,0.168042,0,934.148
1495267912.319744466,4,1,0,0,0.75,0.168042,0,934.148
1495267912.326384785,4,1,0,0,0.75,0.168042,0,934.148
1495267912.333218645,4,1,0,0,0.75,0.165833,0,934.148
1495267912.339879464,4,1,0,0,0.75,0.165833,0,934.148
1495267912.346370910,4,1,0,0,0.75,0.165833,0,934.148
1495267912.352992313,4,1,0,0,0.75,0.165833,0,934.148
1495267912.359704382,4,1,0,0,0.75,0.165833,0,934.148
1495267912.366379034,4,1,0,0,0.75,0.164248,0,934.148
1495267912.373044145,4,1,0,0,0.75,0.164248,0,934.148
1495267912.379705048,4,1,0,0,0.75,0.164248,0,934.148
1495267912.386364076,4,1,0,0,0.75,0.164248,0,934.148
1495267912.393040437,4,1,0,0,0.75,0.164248,0,934.148
1495267912.399715589,4,1,0,0,0.75,0.164248,0,934.148
1495267912.406399617,4,1,0,0,0.75,0.161795,-0.323564,944.977
1495267912.413056978,4,1,0,0,0.75,0.161795,0,944.977
1495267912.419728089,4,1,0,0,0.75,0.161795,0,944.977
1495267912.426400783,4,1,0,0,0.75,0.161795,0,944.977
1495267912.433030686,4,1,0,0,0.75,0.161795,0,944.977
1495267912.439721005,4,1,0,0,0.75,0.159514,0,944.977
1495267912.446376908,4,1,0,0,0.75,0.159514,0,944.977
1495267912.453039477,4,1,0,0,0.75,0.159514,0,944.977
1495267912.459860545,4,1,0,0,0.75,0.159514,0,944.977
1495267912.466378449,4,1,0,0,0.75,0.159514,0,944.977
1495267912.473038769,4,1,0,0,0.75,0.157908,0,944.977
1495267912.479702338,4,1,0,0,0.75,0.157908,0,944.977
1495267912.486368741,4,1,0,0,0.75,0.157908,0,944.977
1495267912.493042518,4,1,0,0,0.75,0.157908,0,944.977
1495267912.499712629,4,1,0,0,0.75,0.157908,0,944.977
1495267912.506382074,4,1,0,0,0.75,0.157908,0,944.977
1495267912.513046226,4,1,0,0,0.75,0.156298,0,944.977
1495267912.519707754,4,1,0,0,0.75,0.156298,0,944.977
1495267912.526374990,4,1,0,0,0.75,0.156298,0,944.977
1495267912.533043268,4,1,0,0,0.75,0.156298,0,944.977
1495267912.539781211,4,1,0,0,0.75,0.156298,0,944.977
1495267912.546383781,4,1,0,0,0.75,0.154848,-0.462647,970.509
1495267912.553046226,4,1,0,0,0.75,0.154848,0,970.509
1495267912.559856960,4,1,0,0,0.75,0.154848,0,970.509
1495267912.566386823,4,1,0,0,0.75,0.154848,0,970.509
1495267912.573066642,4,1,0,0,0.75,0.154848,0,970.509
1495267912.579796127,4,1,0,0,0.75,0.154848,0,970.509
1495267912.586463613,4,1,0,0,0.75,0.153994,0,970.509
1495267912.593010642,4,1,0,0,0.75,0.153994,0,970.509
1495267912.599704753,4,1,0,0,0.75,0.153994,0,970.509
1495267912.607185815,4,1,0,0,0.75,0.153994,0,970.509
1495267912.613036558,4,1,0,0,0.75,0.153994,0,970.509
1495267912.619746960,4,1,0,0,0.75,0.152612,0,970.509
1495267912.626459446,4,1,0,0,0.75,0.152612,0,970.509
1495267912.633054266,4,1,0,0,0.75,0.152612,0,970.509
1495267912.639721502,4,1,0,0,0.75,0.152612,0,970.509
1495267912.646437696,4,1,0,0,0.75,0.152612,0,970.509
1495267912.653042807,4,1,0,0,0.75,0.152612,0,970.509
1495267912.659714252,4,1,0,0,0.75,0.150709,0,970.509
1495267912.666430862,4,1,0,0,0.75,0.150709,0,970.509
1495267912.673053640,4,1,0,0,0.75,0.150709,0,970.509
1495267912.679705376,4,1,0,0,0.75,0.150709,-0.52734,993.391
1495267912.686367529,4,1,0,0,0.75,0.150709,0,993.391
1495267912.693033848,4,1,0,0,0.75,0.148418,0,993.391
1495267912.699732459,4,1,0,0,0.75,0.148418,0,993.391
1495267912.708704759,4,1,0,0,0.75,0.148418,0,993.391
1495267912.713023973,4,1,0,0,0.75,0.148418,0,993.391
1495267912.719714917,4,1,0,0,0.75,0.148418,0,993.391
1495267912.726380403,4,1,0,0,0.75,0.148418,0,993.391
1495267912.733011681,4,1,0,0,0.75,0.145668,0,993.391
1495267912.739712750,4,1,0,0,0.75,0.145668,0,993.391
1495267912.746375903,4,1,0,0,0.75,0.145668,0,993.391
1495267912.753005097,4,1,0,0,0.75,0.145668,0,993.391
1495267912.759705708,4,1,0,0,0.75,0.145668,0,993.391
1495267912.766366611,4,1,0,0,0.75,0.143239,0,993.391
1495267912.773046805,4,1,0,0,0.75,0.143239,0,993.391
1495267912.779709166,4,1,0,0,0.75,0.143239,0,993.391
1495267912.786366611,4,1,0,0,0.75,0.143239,0,993.391
1495267912.793008222,4,1,0,0,0.75,0.143239,0,993.391
1495267912.799707749,4,1,0,0,0.75,0.141645,0,993.391
1495267912.806381277,4,1,0,0,0.75,0.141645,-0.586189,1021.07
1495267912.813052888,4,1,0,0,0.75,0.141645,0,1021.07
1495267912.819712915,4,1,0,0,0.75,0.141645,0,1021.07
1495267912.826382360,4,1,0,0,0.75,0.141645,0,1021.07
1495267912.833036596,4,1,0,0,0.75,0.141645,0,1021.07
1495267912.839718082,4,1,0,0,0.75,0.139095,0,1021.07
1495267912.846381484,4,1,0,0,0.75,0.139095,0,1021.07
1495267912.853235469,4,1,0,0,0.75,0.139095,0,1021.07
1495267912.859713540,4,1,0,0,0.75,0.139095,0,1021.07
1495267912.866364234,4,1,0,0,0.75,0.139095,0,1021.07
1495267912.873012845,4,1,0,0,0.75,0.139095,0,1021.07
1495267912.879707748,4,1,0,0,0.75,0.136429,0,1021.07
1495267912.886373859,4,1,0,0,0.75,0.136429,0,1021.07
1495267912.893051386,4,1,0,0,0.75,0.136429,0,1021.07
1495267912.899705164,4,1,0,0,0.75,0.136429,0,1021.07
1495267912.906372150,4,1,0,0,0.75,0.136429,0,1021.07
1495267912.912995345,4,1,0,0,0.75,0.136429,0,1021.07
1495267912.919702205,4,1,0,0,0.75,0.133403,0,1021.07
1495267912.926381525,4,1,0,0,0.75,0.133403,-0.65785,1070.34
1495267912.933048969,4,1,0,0,0.75,0.133403,0,1070.34
1495267912.939700830,4,1,0,0,0.75,0.133403,0,1070.34
1495267912.946410691,4,1,0,0,0.75,0.133403,0,1070.34
1495267912.953025802,4,1,0,0,0.75,0.133403,0,1070.34
1495267912.959701413,4,1,0,0,0.75,0.130983,0,1070.34
1495267912.966385982,4,1,0,0,0.75,0.130983,0,1070.34
1495267912.973186342,4,1,0,0,0.75,0.130983,0,1070.34
1495267912.979746829,4,1,0,0,0.75,0.130983,0,1070.34
1495267912.986373024,4,1,0,0,0.75,0.130983,0,1070.34
1495267912.992995427,4,1,0,0,0.75,0.130983,0,1070.34
1495267912.999719162,4,1,0,0,0.75,0.129227,0,1070.34
1495267913.006376565,4,1,0,0,0.75,0.129227,0,1070.34
1495267913.013053842,4,1,0,0,0.75,0.129227,0,1070.34
1495267913.019730037,4,1,0,0,0.75,0.129227,0,1070.34
1495267913.026379773,4,1,0,0,0.75,0.129227,0,1070.34
1495267913.033046467,4,1,0,0,0.75,0.129227,0,1070.34
1495267913.039711328,4,1,0,0,0.75,0.127764,0,1070.34
1495267913.046382231,4,1,0,0,0.75,0.127764,0,1070.34
1495267913.053001884,4,1,0,0,0.75,0.127764,-0.709034,1109.16
1495267913.059728119,4,1,0,0,0.75,0.127764,0,1109.16
1495267913.066429355,4,1,0,0,0.75,0.127764,0,1109.16
1495267913.073089174,4,1,0,0,0.75,0.127764,0,1109.16
1495267913.079751369,4,1,0,0,0.75,0.125894,0,1109.16
1495267913.086532312,4,1,0,0,0.75,0.125894,0,1109.16
1495267913.093058508,4,1,0,0,0.75,0.125894,0,1109.16
1495267913.099716660,4,1,0,0,0.75,0.125894,0,1109.16
1495267913.106379896,4,1,0,0,0.75,0.125894,0,1109.16
1495267913.113016383,4,1,0,0,0.75,0.125894,0,1109.16
1495267913.119709993,4,1,0,0,0.75,0.124534,0,1109.16
1495267913.126383813,4,1,0,0,0.75,0.124534,0,1109.16
1495267913.133042215,4,1,0,0,0.75,0.124534,0,1109.16
1495267913.139706701,4,1,0,0,0.75,0.124534,0,1109.16
1495267913.146374979,4,1,0,0,0.75,0.124534,0,1109.16
1495267913.153034465,4,1,0,0,0.75,0.124534,0,1109.16
1495267913.159718576,4,1,0,0,0.75,0.123182,0,1109.16
1495267913.166377687,4,1,0,0,0.75,0.123182,0,1109.16
1495267913.173040298,4,1,0,0,0.75,0.123182,0,1109.16
1495267913.179727367,4,1,0,0,0.75,0.123182,0,1109.16
1495267913.186416520,4,1,0,0,0.75,0.123182,0,1109.16
1495267913.193038298,4,1,0,0,0.75,0.123182,0,1109.16
1495267913.199712825,4,1,0,0,0.75,0.122023,-0.799771,1168.7
1495267913.206379311,4,1,0,0,0.75,0.122023,0,1168.7
1495267913.213044714,4,1,0,0,0.75,0.122023,0,1168.7
1495267913.219740075,4,1,0,0,0.75,0.122023,0,1168.7
1495267913.226400144,4,1,0,0,0.75,0.122023,0,1168.7
1495267913.233039672,4,1,0,0,0.75,0.122023,0,1168.7
1495267913.239708075,4,1,0,0,0.75,0.122023,0,1168.7
1495267913.246371477,4,1,0,0,0.75,0.121304,0,1168.7
1495267913.253049338,4,1,0,0,0.75,0.121304,0,1168.7
1495267913.259722116,4,1,0,0,0.75,0.121304,0,1168.7
1495267913.266457060,4,1,0,0,0.75,0.121304,0,1168.7
1495267913.273049213,4,1,0,0,0.75,0.121304,0,1168.7
1495267913.279718824,4,1,0,0,0.75,0.121304,0,1168.7
1495267913.286368143,4,1,0,0,0.75,0.119874,0,1168.7
1495267913.293009046,4,1,0,0,0.75,0.119874,0,1168.7
1495267913.299718990,4,1,0,0,0.75,0.119874,0,1168.7
1495267913.306373726,4,1,0,0,0.75,0.119874,0,1168.7
1495267913.313124545,4,1,0,0,0.75,0.119874,0,1168.7
1495267913.319703282,4,1,0,0,0.75,0.11897,0,1168.7
1495267913.326406059,4,1,0,0,0.75,0.11897,0,1168.7
1495267913.333050254,4,1,0,0,0.75,0.11897,0,1168.7
1495267913.339703656,4,1,0,0,0.75,0.11897,0,1168.7
1495267913.346373392,4,1,0,0,0.75,0.11897,-0.846853,1217.22
1495267913.353047795,4,1,0,0,0.75,0.11897,0,1217.22
1495267913.359718947,4,1,0,0,0.75,0.118308,0,1217.22
1495267913.366382517,4,1,0,0,0.75,0.118308,0,1217.22
1495267913.373038586,4,1,0,0,0.75,0.118308,0,1217.22
1495267913.379715572,4,1,0,0,0.75,0.118308,0,1217.22
1495267913.386380183,4,1,0,0,0.75,0.118308,0,1217.22
1495267913.393282376,4,1,0,0,0.75,0.118308,0,1217.22
1495267913.399704072,4,1,0,0,0.75,0.117785,0,1217.22
1495267913.406384308,4,1,0,0,0.75,0.117785,0,1217.22
1495267913.413054960,4,1,0,0,0.75,0.117785,0,1217.22
1495267913.419696072,4,1,0,0,0.75,0.117785,0,1217.22
1495267913.426393057,4,1,0,0,0.75,0.117785,0,1217.22
1495267913.433016335,4,1,0,0,0.75,0.117785,0,1217.22
1495267913.439708571,4,1,0,0,0.75,0.116162,0,1217.22
1495267913.446372182,4,1,0,0,0.75,0.116162,0,1217.22
1495267913.453008127,4,1,0,0,0.75,0.116162,0,1217.22
1495267913.459698988,4,1,0,0,0.75,0.116162,0,1217.22
1495267913.466372807,4,1,0,0,0.75,0.116162,-0.899211,1269.88
1495267913.473035835,4,1,0,0,0.75,0.116162,0,1269.88
1495267913.479701946,4,1,0,0,0.75,0.113921,0,1269.88
1495267913.486389556,4,1,0,0,0.75,0.113921,0,1269.88
1495267913.493192583,4,1,0,0,0.75,0.113921,0,1269.88
1495267913.499722195,4,1,0,0,0.75,0.113921,0,1269.88
1495267913.506529971,4,1,0,0,0.75,0.113921,0,1269.88
1495267913.513037584,4,1,0,0,0.75,0.113921,0,1269.88
1495267913.519724736,4,1,0,0,0.75,0.112729,0,1269.88
1495267913.526373097,4,1,0,0,0.75,0.112729,0,1269.88
1495267913.533016834,4,1,0,0,0.75,0.112729,0,1269.88
1495267913.539702444,4,1,0,0,0.75,0.112729,0,1269.88
1495267913.546372555,4,1,0,0,0.75,0.112729,0,1269.88
1495267913.553068249,4,1,0,0,0.75,0.112729,0,1269.88
1495267913.559714319,4,1,0,0,0.75,0.111766,0,1269.88
1495267913.566374805,4,1,0,0,0.75,0.111766,0,1269.88
1495267913.573039791,4,1,0,0,0.75,0.111766,0,1269.88
1495267913.579763610,4,1,0,0,0.75,0.111766,0,1269.88
1495267913.586377388,4,1,0,0,0.75,0.111766,0,1269.88
1495267913.593037291,4,1,0,0,0.75,0.111766,0,1269.88
1495267913.599717277,4,1,0,0,0.75,0.109975,-0.926093,1311.97
1495267913.606381471,4,1,0,0,0.75,0.109975,0,1311.97
1495267913.613051624,4,1,0,0,0.75,0.109975,0,1311.97
1495267913.619715318,4,1,0,0,0.75,0.109975,0,1311.97
1495267913.626385346,4,1,0,0,0.75,0.109975,0,1311.97
1495267913.633011499,4,1,0,0,0.75,0.109975,0,1311.97
1495267913.639718568,4,1,0,0,0.75,0.109975,0,1311.97
1495267913.646402387,4,1,0,0,0.75,0.107458,0,1311.97
1495267913.653179497,4,1,0,0,0.75,0.107458,0,1311.97
1495267913.659708859,4,1,0,0,0.75,0.107458,0,1311.97
1495267913.666368178,4,1,0,0,0.75,0.107458,0,1311.97
1495267913.673030081,4,1,0,0,0.75,0.107458,0,1311.97
1495267913.679702442,4,1,0,0,0.75,0.107458,0,1311.97
1495267913.686370678,4,1,0,0,0.75,0.104999,0,1311.97
1495267913.693039872,4,1,0,0,0.75,0.104999,0,1311.97
1495267913.699710483,4,1,0,0,0.75,0.104999,0,1311.97
1495267913.706362136,4,1,0,0,0.75,0.104999,0,1311.97
1495267913.713070538,4,1,0,0,0.75,0.104999,0,1311.97
1495267913.719710691,4,1,0,0,0.75,0.104999,-0.977407,1373.48
1495267913.726380969,4,1,0,0,0.75,0.103268,0,1373.48
1495267913.733051371,4,1,0,0,0.75,0.103268,0,1373.48
1495267913.739718399,4,1,0,0,0.75,0.103268,0,1373.48
1495267913.747485709,4,1,0,0,0.75,0.103268,0,1373.48
1495267913.753005830,4,1,0,0,0.75,0.103268,0,1373.48
1495267913.759769607,4,1,0,0,0.75,0.103268,0,1373.48
1495267913.766376426,4,1,0,0,0.75,0.101676,0,1373.48
1495267913.773045579,4,1,0,0,0.75,0.101676,0,1373.48
1495267913.779732315,4,1,0,0,0.75,0.101676,0,1373.48
1495267913.786369260,4,1,0,0,0.75,0.101676,0,1373.48
1495267913.793038579,4,1,0,0,0.75,0.101676,0,1373.48
1495267913.799698815,4,1,0,0,0.75,0.101676,0,1373.48
1495267913.806372967,4,1,0,0,0.75,0.0998647,0,1373.48
1495267913.813034912,4,1,0,0,0.75,0.0998647,0,1373.48
1495267913.819703731,4,1,0,0,0.75,0.0998647,0,1373.48
1495267913.826368217,4,1,0,0,0.75,0.0998647,0,1373.48
1495267913.833036536,4,1,0,0,0.75,0.0998647,0,1373.48
1495267913.839704314,4,1,0,0,0.75,0.0986835,-1.02478,1443.98
1495267913.846374008,4,1,0,0,0.75,0.0986835,0,1443.98
1495267913.853038161,4,1,0,0,0.75,0.0986835,0,1443.98
1495267913.859717147,4,1,0,0,0.75,0.0986835,0,1443.98
1495267913.866381133,4,1,0,0,0.75,0.0986835,0,1443.98
1495267913.873492782,4,1,0,0,0.75,0.0986835,0,1443.98
1495267913.879761105,4,1,0,0,0.75,0.0975157,0,1443.98
1495267913.886379008,4,1,0,0,0.75,0.0975157,0,1443.98
1495267913.893301200,4,1,0,0,0.75,0.0975157,0,1443.98
1495267913.899709771,4,1,0,0,0.75,0.0975157,0,1443.98
1495267913.906383549,4,1,0,0,0.75,0.0975157,0,1443.98
1495267913.913051493,4,1,0,0,0.75,0.0962405,0,1443.98
1495267913.919705771,4,1,0,0,0.75,0.0962405,0,1443.98
1495267913.926385965,4,1,0,0,0.75,0.0962405,0,1443.98
1495267913.932995785,4,1,0,0,0.75,0.0962405,0,1443.98
1495267913.939720854,4,1,0,0,0.75,0.0962405,0,1443.98
1495267913.946372548,4,1,0,0,0.75,0.0962405,0,1443.98
1495267913.953040576,4,1,0,0,0.75,0.0938915,0,1443.98
1495267913.959717645,4,1,0,0,0.75,0.0938915,0,1443.98
1495267913.966466797,4,1,0,0,0.75,0.0938915,0,1443.98
1495267913.973096575,4,1,0,0,0.75,0.0938915,-1.09886,1530.32
1495267913.979718145,4,1,0,0,0.75,0.0938915,0,1530.32
1495267913.986371173,4,1,0,0,0.75,0.0914425,0,1530.32
1495267913.993040034,4,1,0,0,0.75,0.0914425,0,1530.32
1495267913.999711436,4,1,0,0,0.75,0.0914425,0,1530.32
1495267914.006372464,4,1,0,0,0.75,0.0914425,0,1530.32
1495267914.013152116,4,1,0,0,0.75,0.0914425,0,1530.32
1495267914.019697353,4,1,0,0,0.75,0.088523,0,1530.32
1495267914.026375339,4,1,0,0,0.75,0.088523,0,1530.32
1495267914.033040950,4,1,0,0,0.75,0.088523,0,1530.32
1495267914.039710602,4,1,0,0,0.75,0.088523,0,1530.32
1495267914.046373213,4,1,0,0,0.75,0.088523,0,1530.32
1495267914.053009783,4,1,0,0,0.75,0.088523,0,1530.32
1495267914.059697644,4,1,0,0,0.75,0.0863286,0,1530.32
1495267914.066383046,4,1,0,0,0.75,0.0863286,0,1530.32
1495267914.073042657,4,1,0,0,0.75,0.0863286,0,1530.32
1495267914.079721268,4,1,0,0,0.75,0.0863286,0,1530.32
1495267914.086393212,4,1,0,0,0.75,0.0863286,0,1530.32
1495267914.093085198,4,1,0,0,0.75,0.0863286,0,1530.32
1495267914.099748018,4,1,0,0,0.75,0.0834373,-1.09886,1618.7
1495267914.106390045,4,1,0,0,0.75,0.0834373,0,1618.7
1495267914.113099531,4,1,0,0,0.75,0.0834373,0,1618.7
1495267914.119759100,4,1,0,0,0.75,0.0834373,0,1618.7
1495267914.126395920,4,1,0,0,0.75,0.0810324,0,1618.7
1495267914.133038448,4,1,0,0,0.75,0.0810324,0,1618.7
1495267914.139718767,4,1,0,0,0.75,0.0810324,0,1618.7
1495267914.146378711,4,1,0,0,0.75,0.0810324,0,1618.7
1495267914.153330987,4,1,0,0,0.75,0.0810324,0,1618.7
1495267914.159722642,4,1,0,0,0.75,0.0810324,0,1618.7
1495267914.166367920,4,1,0,0,0.75,0.0785615,0,1618.7
1495267914.172995781,4,1,0,0,0.75,0.0785615,0,1618.7
1495267914.179701517,4,1,0,0,0.75,0.0785615,0,1618.7
1495267914.186389502,4,1,0,0,0.75,0.0785615,0,1618.7
1495267914.193066197,4,1,0,0,0.75,0.0785615,0,1618.7
1495267914.199714683,4,1,0,0,0.75,0.0765547,0,1618.7
1495267914.206408710,4,1,0,0,0.75,0.0765547,0,1618.7
1495267914.213059780,4,1,0,0,0.75,0.0765547,0,1618.7
1495267914.219705599,4,1,0,0,0.75,0.0765547,0,1618.7
1495267914.226381168,4,1,0,0,0.75,0.0765547,-0.75893,1680.58
1495267914.233073112,4,1,0,0,0.75,0.0765547,0,1680.58
1495267914.239719057,4,1,0,0,0.75,0.0748925,0,1680.58
1495267914.246377085,4,1,0,0,0.75,0.0748925,0,1680.58
1495267914.253043112,4,1,0,0,0.75,0.0748925,0,1680.58
1495267914.259759431,4,1,0,0,0.75,0.0748925,0,1680.58
1495267914.266378209,4,1,0,0,0.75,0.0748925,0,1680.58
1495267914.273052779,4,1,0,0,0.75,0.0736784,0,1680.58
1495267914.279714140,4,1,0,0,0.75,0.0736784,0,1680.58
1495267914.286370292,4,1,0,0,0.75,0.0736784,0,1680.58
1495267914.293082403,4,1,0,0,0.75,0.0736784,0,1680.58
1495267914.299710431,4,1,0,0,0.75,0.0736784,0,1680.58
1495267914.306371959,4,1,0,0,0.75,0.0736784,0,1680.58
1495267914.313035736,4,1,0,0,0.75,0.0727534,0,1680.58
1495267914.319711722,4,1,0,0,0.75,0.0727534,0,1680.58
1495267914.326371917,4,1,0,0,0.75,0.0727534,0,1680.58
1495267914.333040653,4,1,0,0,0.75,0.0727534,0,1680.58
1495267914.339761597,4,1,0,0,0.75,0.0727534,0,1680.58
1495267914.346394624,4,1,0,0,0.75,0.0712312,0.193868,1730.78
1495267914.353056402,4,1,0,0,0.75,0.0712312,0,1730.78
1495267914.359721305,4,1,0,0,0.75,0.0712312,0,1730.78
1495267914.366428332,4,1,0,0,0.75,0.0712312,0,1730.78
1495267914.373028485,4,1,0,0,0.75,0.0712312,0,1730.78
1495267914.379719554,4,1,0,0,0.75,0.0712312,0,1730.78
1495267914.386370832,4,1,0,0,0.75,0.0712312,0,1730.78
1495267914.393048318,4,1,0,0,0.75,0.0697647,0,1730.78
1495267914.399701179,4,1,0,0,0.75,0.0697647,0,1730.78
1495267914.406371290,4,1,0,0,0.75,0.0697647,0,1730.78
1495267914.413036401,4,1,0,0,0.75,0.0697647,0,1730.78
1495267914.419667179,4,1,0,0,0.75,0.0686259,0,1730.78
1495267914.426374498,4,1,0,0,0.75,0.0686259,0,1730.78
1495267914.433032151,4,1,0,0,0.75,0.0686259,0,1730.78
1495267914.439703054,4,1,0,0,0.75,0.0686259,0,1730.78
1495267914.446369415,4,1,0,0,0.75,0.0686259,0,1730.78
1495267914.453050109,4,1,0,0,0.75,0.0686259,0,1730.78
1495267914.459705553,4,1,0,0,0.75,0.0671679,0,1730.78
1495267914.466374081,4,1,0,0,0.75,0.0671679,0,1730.78
1495267914.473003275,4,1,0,0,0.75,0.0671679,0,1730.78
1495267914.479716261,4,1,0,0,0.75,0.0671679,0,1730.78
1495267914.486398830,4,1,0,0,0.75,0.0671679,0.193868,1704.94
1495267914.493033692,4,1,0,0,0.75,0.0671679,0,1704.94
1495267914.501160832,4,1,0,0,0.75,0.0664905,0,1704.94
1495267914.506409663,4,1,0,0,0.75,0.0664905,0,1704.94
1495267914.513353355,4,1,0,0,0.75,0.0664905,0,1704.94
1495267914.519832801,4,1,0,0,0.75,0.0664905,0,1704.94
1495267914.526380830,4,1,0,0,0.75,0.0664905,0,1704.94
1495267914.533008066,4,1,0,0,0.75,0.065663,0,1704.94
1495267914.539703802,4,1,0,0,0.75,0.065663,0,1704.94
1495267914.546384288,4,1,0,0,0.75,0.065663,0,1704.94
1495267914.553042315,4,1,0,0,0.75,0.065663,0,1704.94
1495267914.559715593,4,1,0,0,0.75,0.065663,0,1704.94
1495267914.566379246,4,1,0,0,0.75,0.065663,0,1704.94
1495267914.573042773,4,1,0,0,0.75,0.0648127,0,1704.94
1495267914.579701759,4,1,0,0,0.75,0.0648127,0,1704.94
1495267914.586377579,4,1,0,0,0.75,0.0648127,0,1704.94
1495267914.593039440,4,1,0,0,0.75,0.0648127,0,1704.94
1495267914.599713759,4,1,0,0,0.75,0.0648127,0,1704.94
1495267914.606393745,4,1,0,0,0.75,0.0643445,0,1704.94
1495267914.613035898,4,1,0,0,0.75,0.0643445,0,1704.94
1495267914.619707175,4,1,0,0,0.75,0.0643445,0.193868,1692.38
1495267914.626428286,4,1,0,0,0.75,0.0643445,0,1692.38
1495267914.633035606,4,1,0,0,0.75,0.0643445,0,1692.38
1495267914.639737008,4,1,0,0,0.75,0.0639765,0,1692.38
1495267914.646514868,4,1,0,0,0.75,0.0639765,0,1692.38
1495267914.653058355,4,1,0,0,0.75,0.0639765,0,1692.38
1495267914.659698800,4,1,0,0,0.75,0.0639765,0,1692.38
1495267914.666371911,4,1,0,0,0.75,0.0639765,0,1692.38
1495267914.673111563,4,1,0,0,0.75,0.0639765,0,1692.38
1495267914.679713716,4,1,0,0,0.75,0.0617783,0,1692.38
1495267914.686375369,4,1,0,0,0.75,0.0617783,0,1692.38
1495267914.693055271,4,1,0,0,0.75,0.0617783,0,1692.38
1495267914.699746090,4,1,0,0,0.75,0.0617783,0,1692.38
1495267914.706372493,4,1,0,0,0.75,0.0617783,0,1692.38
1495267914.713047146,4,1,0,0,0.75,0.0617783,0,1692.38
1495267914.719710549,4,1,0,0,0.75,0.0602646,0,1692.38
1495267914.726366451,4,1,0,0,0.75,0.0602646,0,1692.38
1495267914.733095812,4,1,0,0,0.75,0.0602646,0,1692.38
1495267914.739710132,4,1,0,0,0.75,0.0602646,0,1692.38
1495267914.746370368,4,1,0,0,0.75,0.0602646,0,1692.38
1495267914.753034770,4,1,0,0,0.75,0.059671,0.193868,1677.72
1495267914.759717339,4,1,0,0,0.75,0.059671,0,1677.72
1495267914.766387034,4,1,0,0,0.75,0.059671,0,1677.72
1495267914.774786380,4,1,0,0,0.75,0.059671,0,1677.72
1495267914.779724922,4,1,0,0,0.75,0.059671,0,1677.72
1495267914.786508157,4,1,0,0,0.75,0.0589728,0,1677.72
1495267914.793206226,4,1,0,0,0.75,0.0589728,0,1677.72
