time,flight mode,control,x,y,z,yaw,wall_angle,wall_dist
1495267887.539707319,4,1,0,0,0.75,0.229362,0,898.378
1495267887.546373222,4,1,0,0,0.75,0.227109,0,898.378
1495267887.553044083,4,1,0,0,0.75,0.227109,0,898.378
1495267887.559706819,4,1,0,0,0.75,0.227109,0,898.378
1495267887.566375221,4,1,0,0,0.75,0.227109,0,898.378
1495267887.573053874,4,1,0,0,0.75,0.227109,0,898.378
1495267887.579714943,4,1,0,0,0.75,0.227109,0.00569994,911.706
1495267887.586377179,4,1,0,0,0.75,0.224271,0,911.706
1495267887.593081415,4,1,0,0,0.75,0.224271,0,911.706
1495267887.599801151,4,1,0,0,0.75,0.224271,0,911.706
1495267887.606405012,4,1,0,0,0.75,0.224271,0,911.706
1495267887.613056498,4,1,0,0,0.75,0.224271,0,911.706
1495267887.619716984,4,1,0,0,0.75,0.224271,0,911.706
1495267887.626401637,4,1,0,0,0.75,0.224271,0,911.706
1495267887.633192830,4,1,0,0,0.75,0.224271,0,911.706
1495267887.639732817,4,1,0,0,0.75,0.220715,0,911.706
1495267887.646381887,4,1,0,0,0.75,0.220715,0,911.706
1495267887.653008831,4,1,0,0,0.75,0.220715,0,911.706
1495267887.659707442,4,1,0,0,0.75,0.220715,0,911.706
1495267887.666387136,4,1,0,0,0.75,0.220715,0,911.706
1495267887.673047164,4,1,0,0,0.75,0.217909,0,911.706
1495267887.679748983,4,1,0,0,0.75,0.217909,0,911.706
1495267887.686376136,4,1,0,0,0.75,0.217909,0,911.706
1495267887.693043664,4,1,0,0,0.75,0.217909,0,911.706
1495267887.699726899,4,1,0,0,0.75,0.217909,0,911.706
1495267887.706405260,4,1,0,0,0.75,0.217909,-0.0398788,921.946
1495267887.713040497,4,1,0,0,0.75,0.215374,0,921.946
1495267887.719847648,4,1,0,0,0.75,0.215374,0,921.946
1495267887.726387093,4,1,0,0,0.75,0.215374,0,921.946
1495267887.733056329,4,1,0,0,0.75,0.215374,0,921.946
1495267887.740272352,4,1,0,0,0.75,0.215374,0,921.946
1495267887.746375218,4,1,0,0,0.75,0.215374,0,921.946
1495267887.753043621,4,1,0,0,0.75,0.215374,0,921.946
1495267887.759719190,4,1,0,0,0.75,0.213551,0,921.946
1495267887.766377843,4,1,0,0,0.75,0.213551,0,921.946
1495267887.773048412,4,1,0,0,0.75,0.213551,0,921.946
1495267887.779715356,4,1,0,0,0.75,0.211501,0,921.946
1495267887.786386967,4,1,0,0,0.75,0.211501,0,921.946
1495267887.793210744,4,1,0,0,0.75,0.211501,0,921.946
1495267887.799733273,4,1,0,0,0.75,0.211501,0,921.946
1495267887.806384134,4,1,0,0,0.75,0.211501,0,921.946
1495267887.813049078,4,1,0,0,0.75,0.211501,0,921.946
1495267887.819716147,4,1,0,0,0.75,0.209102,0,921.946
1495267887.826377717,4,1,0,0,0.75,0.209102,-0.0972257,938.214
1495267887.833052203,4,1,0,0,0.75,0.209102,0,938.214
1495267887.839754355,4,1,0,0,0.75,0.209102,0,938.214
1495267887.846398883,4,1,0,0,0.75,0.209102,0,938.214
1495267887.853034786,4,1,0,0,0.75,0.209102,0,938.214
1495267887.859718022,4,1,0,0,0.75,0.209102,0,938.214
1495267887.866392966,4,1,0,0,0.75,0.206684,0,938.214
1495267887.873039577,4,1,0,0,0.75,0.206684,0,938.214
1495267887.879708313,4,1,0,0,0.75,0.206684,0,938.214
1495267887.886418340,4,1,0,0,0.75,0.206684,0,938.214
1495267887.893047993,4,1,0,0,0.75,0.204775,0,938.214
1495267887.899723729,4,1,0,0,0.75,0.204775,0,938.214
1495267887.906379465,4,1,0,0,0.75,0.204775,0,938.214
1495267887.913046993,4,1,0,0,0.75,0.204775,0,938.214
1495267887.919817103,4,1,0,0,0.75,0.204775,0,938.214
1495267887.926386923,4,1,0,0,0.75,0.201848,0,938.214
1495267887.933042409,4,1,0,0,0.75,0.201848,0,938.214
1495267887.939669062,4,1,0,0,0.75,0.201848,0,938.214
1495267887.946371465,4,1,0,0,0.75,0.201848,0,938.214
1495267887.953049826,4,1,0,0,0.75,0.201848,-0.168439,957.917
1495267887.959710937,4,1,0,0,0.75,0.201848,0,955.213
1495267887.966414089,4,1,0,0,0.75,0.19911,0,955.213
1495267887.973079658,4,1,0,0,0.75,0.19911,0,955.213
1495267887.979732019,4,1,0,0,0.75,0.19911,0,955.213
1495267887.986810835,4,1,0,0,0.75,0.19911,0,955.213
1495267887.993056491,4,1,0,0,0.75,0.19911,0,955.213
1495267887.999710019,4,1,0,0,0.75,0.19911,0,955.213
1495267888.006399880,4,1,0,0,0.75,0.195895,0,955.213
1495267888.013063533,4,1,0,0,0.75,0.195895,0,955.213
1495267888.019711936,4,1,0,0,0.75,0.195895,0,955.213
1495267888.026386213,4,1,0,0,0.75,0.195895,0,955.213
1495267888.032997658,4,1,0,0,0.75,0.195895,0,955.213
1495267888.039729477,4,1,0,0,0.75,0.193693,0,955.213
1495267888.046377963,4,1,0,0,0.75,0.193693,0,955.213
1495267888.053046741,4,1,0,0,0.75,0.193693,0,955.213
1495267888.059707977,4,1,0,0,0.75,0.193693,0,955.213
1495267888.066376379,4,1,0,0,0.75,0.193693,0,955.213
1495267888.073035490,4,1,0,0,0.75,0.190712,0,955.213
1495267888.079716559,4,1,0,0,0.75,0.190712,0,955.213
1495267888.086378296,4,1,0,0,0.75,0.190712,0,955.213
1495267888.093062698,4,1,0,0,0.75,0.190712,-0.23138,968.542
1495267888.099745767,4,1,0,0,0.75,0.190712,0,968.542
1495267888.106401212,4,1,0,0,0.75,0.190712,0,968.542
1495267888.113056656,4,1,0,0,0.75,0.188756,0,968.542
1495267888.119746850,4,1,0,0,0.75,0.188756,0,968.542
1495267888.126387170,4,1,0,0,0.75,0.188756,0,968.542
1495267888.133042489,4,1,0,0,0.75,0.188756,0,968.542
1495267888.139718225,4,1,0,0,0.75,0.188756,0,968.542
1495267888.146373169,4,1,0,0,0.75,0.188756,0,968.542
1495267888.153435402,4,1,0,0,0.75,0.186431,0,968.542
1495267888.159712933,4,1,0,0,0.75,0.186431,0,968.542
1495267888.166373752,4,1,0,0,0.75,0.186431,0,968.542
1495267888.173051572,4,1,0,0,0.75,0.186431,0,968.542
1495267888.179731933,4,1,0,0,0.75,0.184623,0,968.542
1495267888.186386294,4,1,0,0,0.75,0.184623,0,968.542
1495267888.193048780,4,1,0,0,0.75,0.184623,0,968.542
1495267888.199705266,4,1,0,0,0.75,0.184623,0,968.542
1495267888.206383168,4,1,0,0,0.75,0.184623,0,968.542
1495267888.213044488,4,1,0,0,0.75,0.184623,0,968.542
1495267888.219709099,4,1,0,0,0.75,0.182813,0,968.542
1495267888.226380793,4,1,0,0,0.75,0.182813,0,968.542
1495267888.233051946,4,1,0,0,0.75,0.182813,-0.332928,1000.36
1495267888.239710182,4,1,0,0,0.75,0.182813,0,1000.36
1495267888.246716707,4,1,0,0,0.75,0.182813,0,1000.36
1495267888.253050445,4,1,0,0,0.75,0.1813,0,1000.36
1495267888.259708306,4,1,0,0,0.75,0.1813,0,1000.36
1495267888.266413709,4,1,0,0,0.75,0.1813,0,1000.36
1495267888.273021070,4,1,0,0,0.75,0.1813,0,1000.36
1495267888.279722223,4,1,0,0,0.75,0.1813,0,1000.36
1495267888.286390792,4,1,0,0,0.75,0.1813,0,1000.36
1495267888.293044320,4,1,0,0,0.75,0.17976,0,1000.36
1495267888.299714431,4,1,0,0,0.75,0.17976,0,1000.36
1495267888.306402583,4,1,0,0,0.75,0.17976,0,1000.36
1495267888.313045611,4,1,0,0,0.75,0.17976,0,1000.36
