-0.0000,0.0000,0.3179,-0.997717,0.003146,0.005775,0.067216,
-0.0000,0.0000,0.3225,-0.997707,0.003127,0.005743,0.067359,
-0.0000,0.0000,0.3173,-0.997697,0.003110,0.005718,0.067521,
-0.0000,0.0000,0.3170,-0.997687,0.003082,0.005679,0.067674,
-0.0000,0.0000,0.3168,-0.997677,0.003065,0.005648,0.067824,
-0.0000,0.0000,0.3139,-0.997667,0.003044,0.005618,0.067965,
-0.0000,0.0000,0.3170,-0.997660,0.003035,0.005591,0.068081,
-0.0000,0.0000,0.3177,-0.997650,0.003032,0.005572,0.068221,
-0.0000,0.0000,0.3158,-0.997639,0.003018,0.005541,0.068388,
-0.0000,0.0000,0.3147,-0.997629,0.002994,0.005522,0.068530,
-0.0000,0.0000,0.3145,-0.997619,0.002988,0.005492,0.068676,
-0.0000,0.0000,0.3186,-0.997610,0.002972,0.005472,0.068813,
-0.0000,0.0000,0.3180,-0.997600,0.002959,0.005440,0.068965,
-0.0000,0.0000,0.3154,-0.997589,0.002941,0.005415,0.069119,
-0.0000,0.0000,0.3153,-0.997579,0.002918,0.005390,0.069266,
-0.0000,0.0000,0.3159,-0.997571,0.002900,0.005360,0.069397,
-0.0000,0.0000,0.3153,-0.997561,0.002877,0.005330,0.069531,
-0.0000,0.0000,0.3165,-0.997551,0.002862,0.005300,0.069676,
-0.0000,0.0000,0.3169,-0.997539,0.002852,0.005287,0.069854,
-0.0000,0.0000,0.3211,-0.997529,0.002842,0.005268,0.070001,
-0.0000,0.0000,0.3248,-0.997520,0.002816,0.005245,0.070127,
-0.0000,0.0000,0.3244,-0.997510,0.002796,0.005232,0.070274,
-0.0000,0.0000,0.3245,-0.997500,0.002781,0.005199,0.070425,
-0.0000,0.0000,0.3298,-0.997491,0.002764,0.005193,0.070550,
-0.0000,0.0000,0.3329,-0.997480,0.002733,0.005173,0.070705,
-0.0000,0.0000,0.3337,-0.997471,0.002718,0.005150,0.070834,
-0.0000,0.0000,0.3372,-0.997461,0.002715,0.005122,0.070982,
-0.0000,0.0000,0.3368,-0.997451,0.002687,0.005089,0.071124,
-0.0000,0.0000,0.3337,-0.997441,0.002677,0.005058,0.071268,
-0.0000,0.0000,0.3343,-0.997430,0.002657,0.005024,0.071423,
-0.0000,0.0000,0.3345,-0.997420,0.002637,0.005006,0.071570,
-0.0000,0.0000,0.3376,-0.997410,0.002613,0.004985,0.071709,
-0.0000,0.0000,0.3452,-0.997399,0.002604,0.004976,0.071856,
-0.0000,0.0000,0.3475,-0.997389,0.002583,0.004952,0.071994,
-0.0000,0.0000,0.3498,-0.997379,0.002570,0.004924,0.072134,
-0.0000,0.0000,0.3507,-0.997368,0.002554,0.004891,0.072296,
-0.0000,0.0000,0.3482,-0.997357,0.002539,0.004861,0.072448,
-0.0000,0.0000,0.3405,-0.997347,0.002530,0.004843,0.072593,
-0.0000,0.0000,0.3392,-0.997336,0.002516,0.004817,0.072741,
-0.0000,0.0000,0.3356,-0.997325,0.002498,0.004795,0.072895,
-0.0000,0.0000,0.3345,-0.997314,0.002472,0.004770,0.073053,
-0.0000,0.0000,0.3309,-0.997304,0.002453,0.004744,0.073182,
-0.0000,0.0000,0.3273,-0.997294,0.002440,0.004729,0.073320,
-0.0000,0.0000,0.3257,-0.997283,0.002427,0.004711,0.073468,
-0.0000,0.0000,0.3296,-0.997274,0.002405,0.004689,0.073605,
-0.0000,0.0000,0.3314,-0.997262,0.002385,0.004667,0.073762,
-0.0000,0.0000,0.3320,-0.997253,0.002367,0.004633,0.073884,
-0.0000,0.0000,0.3302,-0.997241,0.002355,0.004589,0.074046,
-0.0000,0.0000,0.3312,-0.997231,0.002339,0.004561,0.074187,
-0.0000,0.0000,0.3332,-0.997220,0.002320,0.004533,0.074336,
-0.0000,0.0000,0.3333,-0.997210,0.002313,0.004515,0.074479,
-0.0000,0.0000,0.3315,-0.997198,0.002299,0.004488,0.074631,
-0.0000,0.0000,0.3337,-0.997189,0.002274,0.004477,0.074752,
-0.0000,0.0000,0.3345,-0.997178,0.002256,0.004449,0.074907,
-0.0000,0.0000,0.3321,-0.997168,0.002249,0.004435,0.075047,
-0.0000,0.0000,0.3291,-0.997158,0.002234,0.004416,0.075177,
-0.0000,0.0000,0.3313,-0.997147,0.002226,0.004386,0.075326,
-0.0000,0.0000,0.3324,-0.997137,0.002206,0.004360,0.075465,
-0.0000,0.0000,0.3342,-0.997125,0.002192,0.004340,0.075612,
-0.0000,0.0000,0.3365,-0.997114,0.002179,0.004327,0.075768,
-0.0000,0.0000,0.3392,-0.997104,0.002175,0.004308,0.075896,
-0.0000,0.0000,0.3430,-0.997092,0.002151,0.004267,0.076060,
-0.0000,0.0000,0.3386,-0.997081,0.002135,0.004261,0.076203,
-0.0000,0.0000,0.3367,-0.997070,0.002110,0.004235,0.076347,
-0.0000,0.0000,0.3368,-0.997060,0.002088,0.004220,0.076479,
-0.0000,0.0000,0.3378,-0.997049,0.002076,0.004196,0.076625,
-0.0000,0.0000,0.3401,-0.997038,0.002066,0.004177,0.076769,
-0.0000,0.0000,0.3411,-0.997026,0.002046,0.004159,0.076926,
-0.0000,0.0000,0.3411,-0.997016,0.002023,0.004142,0.077057,
-0.0000,0.0000,0.3405,-0.997003,0.002005,0.004117,0.077225,
-0.0000,0.0000,0.3487,-0.996991,0.001995,0.004097,0.077377,
-0.0000,0.0000,0.3494,-0.996981,0.001974,0.004075,0.077519,
-0.0000,0.0000,0.3500,-0.996970,0.001969,0.004051,0.077661,
-0.0000,0.0000,0.3511,-0.996959,0.001950,0.004029,0.077797,
-0.0000,0.0000,0.3534,-0.996947,0.001932,0.004004,0.077958,
-0.0000,0.0000,0.3507,-0.996937,0.001912,0.003989,0.078086,
-0.0000,0.0000,0.3505,-0.996924,0.001884,0.003950,0.078256,
-0.0000,0.0000,0.3505,-0.996912,0.001861,0.003926,0.078406,
-0.0000,0.0000,0.3496,-0.996901,0.001852,0.003897,0.078550,
-0.0000,0.0000,0.3463,-0.996890,0.001834,0.003868,0.078695,
-0.0000,0.0000,0.3451,-0.996878,0.001821,0.003849,0.078839,
-0.0000,0.0000,0.3474,-0.996868,0.001819,0.003820,0.078973,
-0.0000,0.0000,0.3491,-0.996855,0.001816,0.003799,0.079135,
-0.0000,0.0000,0.3463,-0.996845,0.001794,0.003783,0.079259,
-0.0000,0.0000,0.3406,-0.996835,0.001772,0.003769,0.079392,
-0.0000,0.0000,0.3491,-0.996822,0.001754,0.003745,0.079558,
-0.0000,0.0000,0.3435,-0.996811,0.001751,0.003720,0.079690,
-0.0000,0.0000,0.3392,-0.996798,0.001744,0.003690,0.079851,
-0.0000,0.0000,0.3395,-0.996789,0.001735,0.003683,0.079975,
-0.0000,0.0000,0.3414,-0.996776,0.001714,0.003661,0.080133,
-0.0000,0.0000,0.3475,-0.996766,0.001708,0.003641,0.080256,
-0.0000,0.0000,0.3429,-0.996755,0.001702,0.003607,0.080402,
-0.0000,0.0000,0.3418,-0.996741,0.001682,0.003581,0.080571,
-0.0000,0.0000,0.3447,-0.996730,0.001667,0.003565,0.080709,
-0.0000,0.0000,0.3447,-0.996718,0.001669,0.003544,0.080860,
-0.0000,0.0000,0.3459,-0.996706,0.001662,0.003530,0.081010,
-0.0000,0.0000,0.3460,-0.996692,0.001640,0.003510,0.081174,
-0.0000,0.0000,0.3427,-0.996682,0.001627,0.003482,0.081303,
-0.0000,0.0000,0.3403,-0.996669,0.001607,0.003466,0.081461,
-0.0000,0.0000,0.3383,-0.996658,0.001591,0.003436,0.081605,
-0.0000,0.0000,0.3326,-0.996645,0.001579,0.003424,0.081757,
-0.0000,0.0000,0.3288,-0.996633,0.001565,0.003401,0.081902,
-0.0000,0.0000,0.3282,-0.996623,0.001546,0.003377,0.082027,
-0.0000,0.0000,0.3289,-0.996610,0.001524,0.003345,0.082185,
-0.0000,0.0000,0.3257,-0.996598,0.001505,0.003311,0.082333,
-0.0000,0.0000,0.3250,-0.996586,0.001483,0.003287,0.082478,
-0.0000,0.0000,0.3238,-0.996574,0.001469,0.003253,0.082627,
-0.0000,0.0000,0.3246,-0.996562,0.001453,0.003224,0.082771,
-0.0000,0.0000,0.3267,-0.996552,0.001445,0.003204,0.082891,
-0.0000,0.0000,0.3295,-0.996542,0.001443,0.003190,0.083022,
-0.0000,0.0000,0.3288,-0.996528,0.001424,0.003165,0.083190,
-0.0000,0.0000,0.3281,-0.996515,0.001411,0.003133,0.083338,
-0.0000,0.0000,0.3275,-0.996505,0.001396,0.003111,0.083468,
-0.0000,0.0000,0.3266,-0.996493,0.001401,0.003097,0.083605,
-0.0000,0.0000,0.3230,-0.996479,0.001393,0.003072,0.083771,
-0.0000,0.0000,0.3236,-0.996470,0.001387,0.003043,0.083888,
-0.0000,0.0000,0.3244,-0.996458,0.001385,0.003022,0.084027,
-0.0000,0.0000,0.3272,-0.996444,0.001377,0.003001,0.084188,
