eypoint Frame `13
256.159,117.672
256.328,117.499
130.251,113.213
154.658,114.64
130.368,114.276
154.567,114.866
157.005,114.967
256.035,121.574
130.691,107.382
160.495,114.845
242.177,134.229
241.85,133.642
237.476,138.122
198.12,113.725
218.669,95.5435
148.283,125.928
216.49,115.52
217.7,96.0938
244.03,81.0878
101.095,94.7429
243.805,82.3811
190.128,103.454
189.316,102.589
227.165,96.1174
281.377,153.727
178.981,102.916
228.627,94.1106
217.004,115.476
207.43,109.606
105.961,89.0101
214.672,124.175
193.912,119.924
209.809,85.2518
108.596,102.956
208.401,85.0883
107.932,87.2697
212.767,86.2741
240.808,106.806
142.69,106.237
297.66,178.107
245.973,87.7747
191.045,143.202
228.388,91.6938
243.417,105.445
206.958,96.1526
277.923,157.794
207.466,97.6911
276.576,157.89
63.4421,82.2465
291.784,94.8256
207.23,83.402
118.493,83.6121
117.915,83.0189
48.1664,103.81
111.167,85.1285
190.002,118.347
220.54,69.3054
47.6512,103.872
112.322,84.2398
203.552,104.973
48.2556,101.564
115.034,85.144
210.757,132.87
262.197,87.4175
28.4097,83.3943
123.973,81.2836
204.569,83.2587
181.02,110.466
29.0153,83.064
117.383,112.543
236.075,102.757
255.408,92.5366
182.919,94.8175
248.829,88.6026
194.454,126.883
189.294,108.53
76.0714,97.9606
195.772,126.319
248.697,89.637
255.171,90.9266
115.084,108.58
250.313,95.6048
219.242,73.3948
186.715,93.8606
170.918,144.144
287.589,194.559
67.2188,79.1406
280.174,130.161
157.654,94.1715
20.6952,79.3388
182.861,114.205
267.369,81.9573
266.475,84.4969
42.6944,121.151
98.9446,77.0029
269.337,79.3491
269.344,82.0206
179.419,113.607
245.165,69.4441
246.726,69.571
293.657,205.066
124.114,94.6708
271.716,82.9617
294.73,188.03
291.314,149.046
236.358,67.8222
195.212,120.396
246.922,67.6561
36.2551,100.671
145.879,94.283
247.847,67.0582
295.735,205.483
215.792,106.058
274.627,112.752
294.395,207.732
169.175,100.482
295.814,207.96
190.034,120.517
250.138,102.207
76.1738,99.9045
261.978,78.9969
165.054,97.808
297.059,188.838
72.9143,99.9025
161.812,96.2589
292.547,148.614
176.561,86.9545
277.83,118.069
140.316,95.9395
272.342,108.134
139.077,80.1742
297.778,207.916
128.582,105.117
117.074,89.5621
245.821,118.703
129.51,107.75
165.429,87.719
145.213,83.7833
63.8183,86.303
250.751,79.8694
138.408,78.44
189.053,112.202
142.059,81.5051
284.596,217.814
279.669,74.4283
197.06,79.3598
143.992,82.2225
298.79,159.684
152.248,100.743
294.964,145.255
185.982,125.091
84.9585,75.0768
172.332,83.3737
262.816,118.061
201.116,89.7147
148.709,79.812
161.992,105.06
147.647,79.1569
169.763,85.1517
29.5643,121.155
145.561,79.9212
42.4377,92.047
190.236,79.8089
167.923,94.4691
256.235,151.025
294.053,78.4879
256.061,140.028
240.628,121.171
166.919,106.928
185.277,76.1024
256.465,130.202
182.886,121.009
278.615,143.003
278.096,140.893
241.164,148.123
248.351,150.037
261.103,106.122
258.911,172.314
256.615,138.046
273.689,142.105
299.162,89.0315
169.667,89.8118
248.197,152.517
167.195,103.344
280.96,144.19
256.966,76.6938
43.4504,89.2516
249.39,152.102
226.109,83.4667
255.35,152.954
274.162,140.193
280.699,94.9062
294.856,84.5039
67.7664,99.9264
42.971,86.7679
292.81,75.9799
252.412,176.685
288.428,169.52
293.871,81.7608
298.849,87.3325
247.93,154.012
21.234,87.1997
295.736,164.908
175.342,132.242
186.466,148.939
280.194,76.956
242.756,151.193
278.162,138.805
277.769,140.35
277.445,85.0436
264.697,152.056
280.491,84.9558
249.599,137.072
269.021,76.08
279.625,80.1433
127.271,99.5604
279.676,83.7861
135.181,83.713
247.476,156.371
253.986,154.825
251.533,179.073
286.514,88.6162
264.846,142.031
297.345,101.022
15.9028,121.717
278.255,216.024
136.928,85.3982
173.088,137.206
14.6069,121.522
169.486,132.142
301.433,103.64
137.871,85.3437
255.33,133.198
173.309,142.462
266.07,154.147
262.514,138.906
263.347,140.989
134.218,101.874
27.4701,97.4991
166.404,86.3516
280.104,169.592
264.26,154.047
264.317,98.0111
280.714,193.985
279.935,167.439
279.978,208.006
285.917,133.532
277.295,78.1296
277.961,209.21
50.6339,86.5867
266.844,68.2874
277.944,168.723
282.435,170.35
283.896,188.404
136.793,111.671
283.927,95.9406
266.344,69.6432
277.987,223.926
300.96,69.028
278.053,206.978
269.039,124.615
299.132,169.439
275.847,168.973
220.603,140.02
278.727,183.326
276.803,182.911
280.111,172.48
274.801,176.817
277.253,76.4457
279.002,188.958
266.313,94.2986
276.906,176.069
