x,y,z,valid
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,3
-0.00157909,0.00152043,-1.93382e-19,0
-0.00157909,0.00152043,-1.93382e-19,0
-0.00157909,0.00152043,-1.93382e-19,0
-0.00157909,0.00152043,-1.93382e-19,0
-0.00157909,0.00152043,-1.93382e-19,0
-0.00157909,0.00152043,-1.93382e-19,0
-0.00164339,0.00157695,-2.01257e-19,0
-0.00217307,0.00214691,-2.66124e-19,0
-0.0355657,-0.0703886,-4.35554e-18,0
-0.0351454,-0.070876,-4.30408e-18,0
-0.0356512,-0.0706682,-4.36601e-18,0
-0.0359759,-0.0694982,-4.40578e-18,0
-0.0341998,-0.0698276,-4.18826e-18,0
-0.0346947,-0.0693078,-4.24887e-18,0
-0.034926,-0.0687465,-4.27721e-18,0
-0.0354205,-0.0689334,-4.33776e-18,0
-0.0342465,-0.0696769,-4.19399e-18,0
-0.034977,-0.0689973,-4.28345e-18,0
-0.0342965,-0.0685014,-4.20011e-18,0
-0.0346409,-0.0691046,-4.24229e-18,0
-0.0344844,-0.0696751,-4.22312e-18,0
-0.0350931,-0.0688803,-4.29767e-18,0
-0.0344044,-0.0684103,-4.21333e-18,0
-0.0349425,-0.0697754,-4.27922e-18,0
-0.0354557,-0.0691409,-4.34207e-18,0
-0.0344369,-0.06945,-4.21731e-18,0
-0.0349801,-0.071846,-4.28382e-18,0
-0.0346325,-0.0722705,-4.24126e-18,0
-0.0350978,-0.0719088,-4.29824e-18,0
-0.0340194,-0.0691427,-4.16618e-18,0
-0.0343116,-0.0683144,-4.20196e-18,0
-0.0344478,-0.0715605,-4.21863e-18,0
-0.0346745,-0.0693056,-4.2464e-18,0
-0.0349821,-0.0685972,-4.28407e-18,0
-0.0342329,-0.0711584,-4.19233e-18,0
-0.034278,-0.070679,-4.19784e-18,0
-0.0346101,-0.070377,-4.23852e-18,0
-0.0348824,-0.0707614,-4.27186e-18,0
-0.0352702,-0.0704744,-4.31936e-18,0
-0.0348133,-0.0704517,-4.2634e-18,0
-0.035074,-0.070244,-4.29533e-18,0
-0.033558,-0.0672498,-4.10967e-18,0
-0.0346643,-0.0694204,-4.24515e-18,0
-0.0345406,-0.0698135,-4.23001e-18,0
-0.0338788,-0.0722814,-4.14896e-18,0
-0.032389,-0.0679132,-3.9665e-18,0
-0.0343703,-0.0705974,-4.20915e-18,0
-0.0346129,-0.0705607,-4.23886e-18,0
-0.0337255,-0.0721223,-4.13018e-18,0
-0.0314175,-0.0662905,-3.84753e-18,0
-0.0339819,-0.070291,-4.16159e-18,0
-0.0331028,-0.0698505,-4.05392e-18,0
-0.0329939,-0.0700282,-4.04059e-18,0
-0.0340455,-0.0713738,-4.16937e-18,0
-0.0336241,-0.0692443,-4.11777e-18,0
-0.0337191,-0.0691711,-4.1294e-18,0
-0.0347106,-0.0713381,-4.25083e-18,0
-0.0323495,-0.0678069,-3.96167e-18,0
-0.0352649,-0.0699694,-4.3187e-18,0
-0.0341467,-0.0718348,-4.18176e-18,0
-0.0347319,-0.0724528,-4.25344e-18,0
-0.0344379,-0.070135,-4.21743e-18,0
-0.034373,-0.0699649,-4.20948e-18,0
-0.0332789,-0.0713412,-4.07549e-18,0
-0.0331579,-0.0680171,-4.06067e-18,0
-0.0330157,-0.0675031,-4.04325e-18,0
-0.0344095,-0.0722277,-4.21395e-18,0
-0.0348829,-0.0712609,-4.27193e-18,0
-0.0349373,-0.0708199,-4.27858e-18,0
-0.0366902,-0.0715827,-4.49325e-18,0
-0.0370539,-0.0715004,-4.53779e-18,0
-0.0330476,-0.0732191,-4.04717e-18,0
-0.0370802,-0.0701027,-4.54102e-18,0
-0.0347414,-0.0739101,-4.25459e-18,0
-0.0348781,-0.0739371,-4.27133e-18,0
-0.0333874,-0.073134,-4.08878e-18,0
-0.0322568,-0.0685718,-3.95032e-18,0
-0.0321812,-0.0681406,-3.94107e-18,0
-0.0348443,-0.0717406,-4.26719e-18,0
-0.0350964,-0.0716671,-4.29807e-18,0
-0.0332837,-0.0749327,-4.07608e-18,0
-0.0341642,-0.0740836,-4.18391e-18,0
-0.0325913,-0.0702933,-3.99129e-18,0
-0.0330427,-0.0699504,-4.04657e-18,0
-0.03312,-0.0698113,-4.05603e-18,0
-0.0354321,-0.0708092,-4.33918e-18,0
-0.0321316,-0.068673,-3.93499e-18,0
-0.0352234,-0.0729045,-4.31362e-18,0
-0.0346183,-0.0725046,-4.23952e-18,0
-0.0348126,-0.0725826,-4.26332e-18,0
-0.0330853,-0.0688031,-4.05178e-18,0
-0.0351035,-0.0683311,-4.29894e-18,0
-0.0357676,-0.0735312,-4.38027e-18,0
-0.0336017,-0.0702981,-4.11503e-18,0
-0.0336777,-0.0701557,-4.12433e-18,0
2.59077e-07,4.29365e-07,0.000334516,0
-0.0357842,-0.0725744,0.0985668,0
-0.0325527,-0.0676509,0.115834,0
-0.0348187,-0.0818755,0.152243,0
-0.0404938,-0.083484,0.279937,0
-0.0405267,-0.0824514,0.329281,0
-0.0348677,-0.0812843,0.420552,0
-0.0368092,-0.0797515,0.328598,3
-0.022813,-0.0678682,0.173507,0
0.0164561,0.0102044,0.100208,0
-0.119447,0.0519457,-1.4628e-17,0
-0.0480633,-0.0610337,-5.88606e-18,0
-0.0392042,-0.0632951,-4.80113e-18,3
-0.111034,-0.0500729,-1.35978e-17,0
-0.046838,-0.0586595,-5.736e-18,0
-0.0540095,-0.0565179,-6.61425e-18,0
-0.100738,-0.0481878,-1.23368e-17,0
-0.0469958,-0.0591432,-5.75533e-18,0
-0.0474404,-0.0552535,-5.80977e-18,0
-0.0466626,-0.0578906,-5.71452e-18,0
-0.0450371,-0.0613717,-5.51546e-18,0
-0.0437459,-0.0606459,-5.35732e-18,0
-0.0558855,-0.0547186,-6.844e-18,0
-0.0447728,-0.0588988,-5.48308e-18,0
-0.0412672,-0.0558529,-5.05377e-18,0
-0.0441788,-0.0618084,-5.41034e-18,0
-0.0434067,-0.0618146,-5.31579e-18,3
-0.0385733,-0.0606155,-4.72387e-18,3
-0.0359837,-0.0596085,-4.40673e-18,3
-0.0320368,-0.0576469,-3.92338e-18,3
-0.029486,-0.0557419,-3.61099e-18,3
-0.0272726,-0.0541893,-3.33993e-18,3
-0.0263247,-0.0536149,-3.22384e-18,3
-0.0263247,-0.0536149,-3.22384e-18,3
-0.0263247,-0.0536149,-3.22384e-18,3
-0.0263247,-0.0536149,-3.22384e-18,3
-0.0263247,-0.0536149,-3.22384e-18,3
-0.0263247,-0.0536149,-3.22384e-18,3
-0.0263247,-0.0536149,-3.22384e-18,3
-0.0263247,-0.0536149,-3.22384e-18,3
-0.0263247,-0.0536149,-3.22384e-18,3
-0.0263247,-0.0536149,-3.22384e-18,3
-0.0263247,-0.0536149,-3.22384e-18,3
-0.0263247,-0.0536149,-3.22384e-18,3
-0.0263247,-0.0536149,-3.22384e-18,3
-0.0263247,-0.0536149,-3.22384e-18,3
-0.0263247,-0.0536149,-3.22384e-18,3
-0.0263247,-0.0536149,-3.22384e-18,3
-0.0263247,-0.0536149,-3.22384e-18,3
-0.0263247,-0.0536149,-3.22384e-18,3
-0.0263247,-0.0536149,-3.22384e-18,0
-0.0263247,-0.0536149,-3.22384e-18,0
-0.0263247,-0.0536149,-3.22384e-18,0
-0.0263247,-0.0536149,-3.22384e-18,0
-0.0263247,-0.0536149,-3.22384e-18,0
-0.0263247,-0.0536149,-3.22384e-18,3
-0.0263247,-0.0536149,-3.22384e-18,0
-0.0263247,-0.0536149,-3.22384e-18,0
-0.0684253,-0.116235,-8.37969e-18,0
-0.0677231,-0.11588,-8.29369e-18,0
-0.0546243,-0.109399,-6.68955e-18,0
-0.067727,-0.115907,-8.29417e-18,0
-0.0654517,-0.114801,-8.01552e-18,0
-0.0656494,-0.114893,-8.03974e-18,0
-0.0664419,-0.115304,-8.13679e-18,0
-0.0409552,-0.103397,-5.01556e-18,0
-0.0410736,-0.103523,-5.03007e-18,0
-0.0649363,-0.114652,-7.9524e-18,0
-0.0660156,-0.115151,-8.08457e-18,0
-0.0361905,-0.101576,-4.43206e-18,0
-0.037578,-0.102396,-4.60198e-18,0
-0.0393466,-0.103221,-4.81856e-18,0
-0.0645258,-0.114517,-7.90213e-18,0
-0.063849,-0.114225,-7.81925e-18,0
-0.0664158,-0.115378,-8.13359e-18,0
-0.0656184,-0.114995,-8.03594e-18,0
-0.0412111,-0.104084,-5.04691e-18,0
-0.0666972,-0.115607,-8.16805e-18,0
-0.0655804,-0.115288,-8.03128e-18,0
-0.0701327,-0.118017,-8.58878e-18,0
-0.0714994,-0.0983612,-8.75616e-18,0
-0.0605834,-0.0832632,-7.41933e-18,0
-0.0718439,-0.100657,-8.79834e-18,0
-0.0690388,-0.0995959,-8.45481e-18,3
-0.0614197,-0.0961738,-7.52174e-18,3
-0.0426267,-0.0806103,-5.22026e-18,0
0.0128269,-0.0390252,1.57084e-18,0
0.0128269,-0.0390252,1.57084e-18,0
0.0128269,-0.0390252,1.57084e-18,0
0.0128269,-0.0390252,1.57084e-18,3
0.0128269,-0.0390252,1.57084e-18,3
0.0128269,-0.0390252,1.57084e-18,3
0.0128269,-0.0390252,1.57084e-18,3
0.0128269,-0.0390252,1.57084e-18,3
0.0128269,-0.0390252,1.57084e-18,0
0.0128269,-0.0390252,1.57084e-18,0
0.0128269,-0.0390252,1.57084e-18,0
0.0128269,-0.0390252,1.57084e-18,0
0.0292952,-0.0359539,3.58763e-18,3
-0.00170385,-0.0402879,-2.08662e-19,0
0.171127,0.00780993,2.09571e-17,0
0.171127,0.00780993,2.09571e-17,0
0.171127,0.00780993,2.09571e-17,0
0.171127,0.00780993,2.09571e-17,0
0.171127,0.00780993,2.09571e-17,0
0.171127,0.00780993,2.09571e-17,0
0.176774,0.00955508,2.16486e-17,0
0.229258,0.0271333,2.8076e-17,0
-0.00178945,-0.0389419,-2.19145e-19,0
0.0416587,-0.022347,5.10171e-18,0
0.000289943,-0.039583,3.55078e-20,0
-0.0035832,-0.0394493,-4.38816e-19,0
0.00342487,-0.0410855,4.19425e-19,0
0.0491245,-0.023033,6.01601e-18,0
0.0391788,-0.0253715,4.79801e-18,0
0.00267435,-0.0415875,3.27514e-19,0
0.0509097,-0.0227735,6.23464e-18,0
-0.00321072,-0.0459919,-3.932e-19,0
0.00297652,-0.0392875,3.64519e-19,0
-0.00018578,-0.0433739,-2.27515e-20,0
0.00443817,-0.0403379,5.43519e-19,0
0.0585271,-0.019031,7.1675e-18,0
-0.00191442,-0.0412208,-2.34449e-19,0
0.0537097,-0.0197484,6.57754e-18,0
0.0675521,-0.0167098,8.27274e-18,0
0.00730462,-0.040974,8.94558e-19,0
0.00395306,-0.0403741,4.8411e-19,0
-0.00252003,-0.0434537,-3.08615e-19,0
-0.000514345,-0.0395637,-6.29891e-20,0
0.00927623,-0.0389942,1.13601e-18,0
0.00457543,-0.0410032,5.60329e-19,0
0.000896676,-0.0417013,1.09811e-19,0
0.00295199,-0.04503,3.61514e-19,0
0.000300564,-0.0456329,3.68085e-20,0
0.00935512,-0.041182,1.14567e-18,0
0.0790595,-0.0161022,9.68199e-18,0
0.00724673,-0.0424777,8.87468e-19,0
0.0118554,-0.0417594,1.45186e-18,0
0.0878492,-0.014986,1.07584e-17,0
-0.00192905,-0.0443684,-2.36241e-19,0
0.0772334,-0.0160498,9.45837e-18,0
0.069221,-0.0187581,8.47713e-18,0
0.0109211,-0.0390525,1.33745e-18,0
0.00252962,-0.0483025,3.09789e-19,0
0.086511,-0.0196855,1.05945e-17,0
0.0798167,-0.0156261,9.77472e-18,0
0.0725957,-0.0143142,8.89041e-18,0
0.0685398,-0.0156925,8.3937e-18,0
0.00582761,-0.0407918,7.13677e-19,0
-0.000224806,-0.0420298,-2.75308e-20,0
0.082578,-0.013655,1.01129e-17,0
0.0152936,-0.037728,1.87293e-18,0
0.012055,-0.038755,1.47631e-18,0
0.0169832,-0.0383619,2.07984e-18,0
0.0141753,-0.0400327,1.73597e-18,0
0.00514025,-0.0453983,6.29499e-19,0
0.0929977,-0.01617,1.13889e-17,0
0.0861912,-0.0165744,1.05554e-17,0
0.018199,-0.0370529,2.22874e-18,0
0.0100905,-0.0421899,1.23573e-18,0
0.0103215,-0.0392068,1.26402e-18,0
0.102059,-0.008356,1.24986e-17,0
0.0154647,-0.0404056,1.89388e-18,0
0.0158923,-0.041487,1.94624e-18,0
0.0140062,-0.0373902,1.71526e-18,0
0.0795363,-0.0155851,9.74038e-18,0
0.0180924,-0.0403917,2.21568e-18,0
0.01354,-0.0416908,1.65817e-18,0
0.0150288,-0.0391232,1.84049e-18,0
0.0837165,-0.0165436,1.02523e-17,0
0.100799,-0.0160223,1.23444e-17,0
0.0885713,-0.0178637,1.08469e-17,0
0.0193115,-0.0395226,2.36497e-18,0
0.0853011,-0.0180201,1.04464e-17,0
0.0165797,-0.0401883,2.03043e-18,0
0.00514896,-0.0441148,6.30565e-19,0
0.0115333,-0.0410216,1.41243e-18,0
0.000992214,-0.0440725,1.21511e-19,0
0.00544028,-0.0449057,6.66242e-19,0
0.00384144,-0.0429595,4.7044e-19,0
0.105067,-0.0105171,1.2867e-17,0
0.0975659,-0.0146223,1.19484e-17,0
0.0921242,-0.0152229,1.1282e-17,0
0.0107263,-0.0418187,1.3136e-18,0
0.114196,-0.00912656,1.3985e-17,0
0.0189891,-0.0400532,2.32549e-18,0
0.00770183,-0.0448087,9.43202e-19,0
0.00437459,-0.0423249,5.35732e-19,0
0.023462,-0.0384329,2.87327e-18,0
0.0165331,-0.0403314,2.02472e-18,0
0.126926,-0.00590052,1.55439e-17,0
0.0205485,-0.0399446,2.51647e-18,0
0.0175959,-0.0405899,2.15488e-18,0
0.0921372,-0.0175227,1.12836e-17,0
0.0921372,-0.0175227,1.12836e-17,0
